Arn,Name,Description,Behavior,Severity,Implementation_Type,Implementation_Identifier,CreateTime
arn:aws:controlcatalog:::control/dz2tkhtmiut2zjb1cs5iaityb,Checks if S3 Protection is enabled for an Amazon GuardDuty Detector in your account,Checks if S3 Protection is enabled for an Amazon GuardDuty Detector in your account. The rule is NON_COMPLIANT if the S3 Protection feature in Amazon GuardDuty is not enabled for your account.,DETECTIVE,HIGH,AWS::Config::ConfigRule,GUARDDUTY_S3_PROTECTION_ENABLED,2024-02-07 01:00:00+01:00
arn:aws:controlcatalog:::control/960bqg9vkfg0lxyzi4lpdaehp,EC2 instances should not have a public IPv4 address,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,EC2.9,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/chlzfpsllhs3knp1ixr773wa6,Require that an Amazon EBS snapshot cannot be publicly restorable,This control disallows sharing of an EBS snapshot with all AWS accounts.,PREVENTIVE,HIGH,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/7fbj9uqa9wznmogib9efijqy9,Require an AWS KMS key policy to have a statement that limits creation of AWS KMS grants to AWS services,This control checks whether an AWS KMS key has an associated key policy statement that limits creation of AWS KMS grants to AWS services only.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/bc2tgfpnhs2piwnibf4dd2ihp,S3 buckets with versioning enabled should have lifecycle policies configured,This control checks if Amazon Simple Storage Service (Amazon S3) version enabled buckets have lifecycle policy configured. This rule fails if Amazon S3 lifecycle policy is not enabled.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,S3.10,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/5o87rztmw5nk2a757afwjlb42,Checks if Amazon Athena WorkGroup publishes usage metrics to Amazon CloudWatch,Checks if Amazon Athena WorkGroup publishes usage metrics to Amazon CloudWatch. The rule is NON_COMPLIANT if an Amazon Athena WorkGroup 'PublishCloudWatchMetricsEnabled' is set to false.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,ATHENA_WORKGROUP_LOGGING_ENABLED,2024-04-10 02:00:00+02:00
arn:aws:controlcatalog:::control/f0h5jaodhycbbvtoibzbrzh7r,Checks if the deployment group for EC2/On-Premises Compute Platform is configured with a minimum healthy hosts fleet percentage or host count greater than or equal to the input threshold,Checks if the deployment group for EC2/On-Premises Compute Platform is configured with a minimum healthy hosts fleet percentage or host count greater than or equal to the input threshold. The rule is NON_COMPLIANT if either is below the threshold.,DETECTIVE,HIGH,AWS::Config::ConfigRule,CODEDEPLOY_EC2_MINIMUM_HEALTHY_HOSTS_CONFIGURED,2021-12-10 01:00:00+01:00
arn:aws:controlcatalog:::control/387olf003gcg3tfhngl63t6kg,Checks if the AWS Client VPN authorization rules authorizes connection access for all clients,Checks if the AWS Client VPN authorization rules authorizes connection access for all clients. The rule is NON_COMPLIANT if 'AccessAll' is present and set to true.,DETECTIVE,CRITICAL,AWS::Config::ConfigRule,EC2_CLIENT_VPN_NOT_AUTHORIZE_ALL,2023-04-13 02:00:00+02:00
arn:aws:controlcatalog:::control/byq8ntduoahqnjkb4big78kyl,Checks if AWS App Mesh routes have tags,"Checks if AWS App Mesh routes have tags. Optionally, you can specify tag keys for the rule to check. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DETECTIVE,LOW,AWS::Config::ConfigRule,APPMESH_ROUTE_TAGGED,2024-10-02 02:00:00+02:00
arn:aws:controlcatalog:::control/936nas0vwjqfmaumywxecv4y0,Security contact information should be provided for an AWS account,This control checks if an Amazon Web Services (AWS) account has security contact information. The control fails if security contact information is not provided for the account.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Account.1,2023-06-12 02:00:00+02:00
arn:aws:controlcatalog:::control/93vvz5k9eglnc4jmdvfix25ra,Checks if automatic minor version upgrades are enabled for Amazon RDS Multi-AZ cluster deployments,Checks if automatic minor version upgrades are enabled for Amazon RDS Multi-AZ cluster deployments. The rule is NON_COMPLIANT if autoMinorVersionUpgrade is set to false.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,RDS_CLUSTER_AUTO_MINOR_VERSION_UPGRADE_ENABLE,2023-08-17 02:00:00+02:00
arn:aws:controlcatalog:::control/45du52gha9l59sznumimptmcj,Checks if an Amazon Kinesis Data Stream has its data record retention period set to a specific number of hours,Checks if an Amazon Kinesis Data Stream has its data record retention period set to a specific number of hours. The rule is NON_COMPLIANT if the property `RetentionPeriodHours` is set to a value less than the value specified by the parameter.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,KINESIS_STREAM_BACKUP_RETENTION_CHECK,2024-04-24 02:00:00+02:00
arn:aws:controlcatalog:::control/dgrdav585stm2ktstd6u59q4x,Checks whether the Amazon DynamoDB tables are encrypted and checks their status,Checks whether the Amazon DynamoDB tables are encrypted and checks their status. The rule is compliant if the status is enabled or enabling.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,DYNAMODB_TABLE_ENCRYPTION_ENABLED,2018-08-22 02:00:00+02:00
arn:aws:controlcatalog:::control/1pduc1yzg8ej39ofllqokg3l8,Checks if custom Amazon EventBridge schema registries have a resource policy attached,Checks if custom Amazon EventBridge schema registries have a resource policy attached. The rule is NON_COMPLIANT for custom schema registries without a resource policy attached.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,CUSTOM_SCHEMA_REGISTRY_POLICY_ATTACHED,2023-04-13 02:00:00+02:00
arn:aws:controlcatalog:::control/5rlqt6yj6u0v0gb62pqdy4ae,Disallow Amazon Virtual Private Network (VPN) connections,Disallows Virtual Private Network (VPN) connections (Site-to-Site VPN and Client VPN) to an Amazon Virtual Private Cloud (VPC).,PREVENTIVE,MEDIUM,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2021-11-30 01:00:00+01:00
arn:aws:controlcatalog:::control/2b4vgfjbtx4pb9s988aemab7d,Amazon EC2 should be configured to use VPC endpoints that are created for the Amazon EC2 service,This control checks whether a service endpoint for Amazon EC2 is created for each VPC. The control fails if a VPC does not have a VPC endpoint created for the Amazon EC2 service.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,EC2.10,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/e8uyhdni6d6o8oh3uga3f8ph5,DMS endpoints should use SSL,This control checks whether an AWS DMS endpoint uses an SSL connection. The control fails if the endpoint doesn't use SSL.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,DMS.9,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/cuk7bk9evoy8ekvwlca65q6a0,Require any Amazon CloudFront distributions with Amazon S3 backed origins to have an origin access identity configured,This control checks whether Amazon CloudFront distributions backed by Amazon S3 are configured with an origin access identity.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/1yt2mylwh4mvvmph8zh14u0w4,API Gateway should be associated with a WAF Web ACL,This control checks to see if an API Gateway stage is using an AWS WAF Web ACL. This control fails if an AWS WAF Web ACL is not attached to a REST API Gateway stage.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,APIGateway.4,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/63nig7rrub7lwkf5kf1jkmwzr,Require an Amazon S3 bucket to have event notifications configured,This control checks whether Amazon S3 events notifications are enabled on your Amazon S3 bucket.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/71n7llai8iqaexpegculrycus,Require that an AWS KMS customer-managed key (CMK) is configured with key material originating from AWS CloudHSM,This control disallows creation of KMS keys that do not have a key origin of 'AWS_CLOUDHSM'.,PREVENTIVE,HIGH,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/dhbetm8k9wvgnq4vpw57aqc5o,Require that an Amazon S3 bucket has S3 Object Lock activated,This control checks whether an Amazon Simple Storage Service (Amazon S3) bucket has been configured to use S3 Object Lock.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/alyxc1dmqnr9nzz4luslcsl44,Require an Amazon DynamoDB table to be encrypted at rest using an AWS KMS key,This control checks whether your Amazon DynamoDB table is encrypted with an AWS Key Management Service (KMS) key.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/851rbwk8urbwq6xipbk88rgor,Require an Amazon OpenSearch Service domain to be created in a user-specified Amazon VPC,This control checks whether Amazon OpenSearch Service domains are configured with VPC option settings that specify a target Amazon VPC.,PROACTIVE,CRITICAL,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/5e5rwfx1vhw99y33kpaknzsyh,Classic Load Balancers should have connection draining enabled,This control checks whether AWS Classic Load Balancers have connection draining enabled.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ELB.7,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/40io0fs9jcohqsf81xxhdsiup,Require an Amazon ElastiCache (Redis OSS) cluster to have automatic backups activated,This control checks whether an Amazon ElastiCache (Redis OSS) cluster has automatic backups enabled.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/3cerasw3dhjqcwatjqo2gk3wj,Disallow deletion of log archive,Prevent deletion of Amazon S3 buckets created by AWS Control Tower in the log archive account.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-10-14 02:00:00+02:00
arn:aws:controlcatalog:::control/5xf0am75fkx2kb3285ralqjj9,Require an Amazon RDS cluster to have deletion protection configured,This control checks whether your Amazon Relational Database Service (Amazon RDS) cluster has deletion protection activated.,PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/8b795uo7ta44xds2mr7h4tgk2,API Gateway REST and WebSocket API execution logging should be enabled,This control checks whether all stages of Amazon API Gateway REST and WebSocket APIs have logging enabled. The control fails if logging is not enabled for all methods of a stage or if loggingLevel is neither ERROR nor INFO.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,APIGateway.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/7yz8c0qv47vjgkdrynsa8y9bf,Require an Amazon EBS volume resource to be encrypted at rest when defined by means of the AWS::EC2::Instance BlockDeviceMappings property or AWS::EC2::Volume resource type,"This control checks whether your standalone Amazon EC2 EBS volume and Amazon EBS volume created through an EC2 instance Block Device Mapping are encrypted at rest. Specifically, it checks that the Encrypted property is set to true in either the EBS volume resource definition or an EC2 instance resource definition's BlockDeviceMappings property.",PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/84va5oe7cf1vf6cearzy1ihx1,Require any ELB classic load balancer to have connection draining activated,This control checks whether ELB classic load balancers have connection draining configured.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/y0gx1htr821dsab8fq7wp68z,A WAF Regional web ACL should have at least one rule or rule group,This control checks whether a WAF Regional web ACL contains any WAF rules or WAF rule groups. This control fails if a web ACL does not contain any WAF rules or rule groups.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,WAF.4,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/e41edcjkkjuefkfgbnklvuts3,An RDS event notifications subscription should be configured for critical database security group events,"This control checks whether an Amazon RDS Event subscription for RDS security groups is configured to notify on event categories of both ""configuration change"" and ""failure"".",DETECTIVE,LOW,AWS::SecurityHub::SecurityControl,RDS.22,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/qifdurrcbkz7c3zbuydtsi6u,Checks if malware and spam scanning on receiving messages is enabled for Amazon Simple Email Service (Amazon SES),Checks if malware and spam scanning on receiving messages is enabled for Amazon Simple Email Service (Amazon SES). The rule is NON_COMPLIANT if malware and spam scanning is not enabled.,DETECTIVE,HIGH,AWS::Config::ConfigRule,SES_MALWARE_SCANNING_ENABLED,2023-03-06 01:00:00+01:00
arn:aws:controlcatalog:::control/axw1tavysfksk02swfwqzkyc6,Require an Elasticsearch domain to have at least three dedicated master nodes,This control checks whether Elasticsearch domains are configured with at least three dedicated master nodes.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-05-19 02:00:00+02:00
arn:aws:controlcatalog:::control/9arkyv4lyswwq035045inikmu,Require an Amazon Neptune DB cluster to enable Amazon CloudWatch log export for audit logs,This control checks whether an Amazon Neptune cluster is configured to send audit logs to Amazon CloudWatch Logs.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/dfe6kfnkqp2tjkh0vlwxvyomc,Checks if Amazon MQ brokers are not publicly accessible,Checks if Amazon MQ brokers are not publicly accessible. The rule is NON_COMPLIANT if the 'PubliclyAccessible' field is set to true for an Amazon MQ broker.,DETECTIVE,CRITICAL,AWS::Config::ConfigRule,MQ_NO_PUBLIC_ACCESS,2023-01-23 01:00:00+01:00
arn:aws:controlcatalog:::control/5sms9yvx9k7iawusagao3bx8u,Disallow changes to logging configuration for AWS Control Tower created Amazon S3 buckets in log archive,Prevent logging configuration changes to the Amazon S3 buckets created by AWS Control Tower.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2021-04-07 02:00:00+02:00
